block_number,reserveA,reserveB,total_reserveA,total_reserveB
18383996,963514315316945130985,1142368343592960413509,1061206602991167654959,1258194932859045054115
18383996,963514315316945130985,1142368343592960413509,1061206602991167654959,1258194932859045054115
18383996,963514315316945130985,1142368343592960413509,1061206602991167654959,1258194932859045054115
18383997,968626030208224929696,1137295617276173478634,1066836602991167654958,1252607874548686094849
18384000,966504261815547420585,1139402043305972614014,1064499705041097592010,1254927874548686094687
18384002,968637926112973269070,1137284654605087071771,1066849705041097592008,1252595800354500937916
18384006,966497866611073290982,1139409239479970682474,1064492661416412895392,1254935800354500937773
18384011,968640610331041377120,1137282840612140627176,1066852661416412895390,1252593802437851496979
18384012,963543270501647564710,1142343325451137780478,1060778078398784554737,1257621525406796227685
18384015,961402287296509875125,1144468832471774226730,1058421040453775996092,1259961525406796227542
18384018,963555044407154481075,1142332491452159329487,1060791040453775996091,1257609598107867812838
18384020,961395762197983040268,1144476165199467882134,1058413856882795260581,1259969598107867812712
18384023,963548519308627646218,1142339824172864847318,1060783856882795260580,1257617670801246060953
18384024,966315666079004055371,1139593781775733410352,1063830246934587201259,1254594514845090486442
18384027,964161870756715792352,1141732005505040331282,1061459103953066759093,1256948514845090486533
18384030,966323711230696451491,1139586653191290598065,1063839103953066759091,1254586666888139873336
18384034,964163511244876680655,1141731235274932756335,1061460909989113315730,1256947666888139873545
18384037,966316268355521286605,1139594897043206447364,1063830909989113315729,1254595742658436464083
18384040,964164302935058639355,1141731304099846157453,1061461781571755855598,1256947742658436463951
18384048,973317517335166078046,1132647915450078175025,1071538681571755855597,1246947714790218650520
18384051,974233120359440239564,1131739299311912528980,1072546681571755855596,1245947406749518333608
18384057,965084471310628456277,1140821786128390774881,1062474807629975430344,1255946441777026850492
18384063,973804500113239518353,1132168281370182756989,1072074807629975430343,1246419679015197210341
18384066,974720829806580564126,1131258944316904319371,1073083607629975430342,1245418577309104328808
18384069,966004287409710732236,1139912446566442127886,1063487445862150281407,1254945337309104328807
18384079,968093460977002965858,1137839208701951398901,1065787445862150281406,1252662881144148616329
18384081,966004625412389382759,1139912940551572342026,1063487817973961893016,1254945881144148616246
18384083,974138777279825014102,1131840845530672391664,1072442817973961893015,1246059200382562616855
18384088,976291534390469620052,1129704517370665448297,1074812817973961893014,1243707287240953994516
18384089,968160627632288512906,1137776612335624597772,1065861390559505888469,1252593967940953994514
18384093,966019639760264791062,1139902119356261044024,1063504347476658118069,1254933967940953994371
18384096,968154230144237290632,1137783811139264062070,1065854347476658118067,1252601893203186862815
18384099,966013242279086177328,1139909318159900508322,1063497304401376497215,1254941893203186862672
18384102,968147832663058676898,1137791009936103726173,1065847304401376497213,1252609818457933737280
18384105,966015994320930475561,1139907433593404119428,1063500334162206799992,1254939818457933737349
18384107,968150584704902975131,1137789125371972963227,1065850334162206799990,1252607743715284962196
18384109,966018746360394040293,1139905549029273356482,1063503363920416120415,1254937743715284962265
18384113,968144253381030486674,1137796254883206870626,1065843363920416120414,1252615592692552676822
18384119,966021564559467446921,1139903595177171210482,1063506466514652575523,1254935592692552676660
18384121,968147071580103893302,1137794301033527929814,1065846466514652575522,1252613441672488131236
18384123,966015233239920704154,1139910724690828323069,1063499496277624169050,1254943441672488131305
18384126,968131656897221097345,1137810444613537893493,1065829496277624169049,1252631214362418839459
18384129,966018117605234280418,1139908701544166180353,1063502671715187178115,1254941214362418839510
18384134,968143624625870726799,1137799407396310561057,1065842671715187178114,1252619063337716872382
18384137,966018190951255039077,1139909472699275716973,1063502752462833226288,1254942063337716872334
18384140,968134614608555432268,1137809192624152139519,1065832752462833226287,1252629836030033097880
18384141,968248156650256097138,1137696516713862090263,1065957752462833226285,1252505789566051169306
18384143,966131872387626380103,1139797498653491193183,1063627905924349097700,1254818789566051169471
18384150,966676874187789571482,1139256653827027439913,1064227905924349097698,1254223366035741574210
18384151,968793297845089964673,1137156374405610039154,1066557905924349097697,1251911139447731947437
18384156,968791713080697985456,1137157947709774636665,1066556161235368432289,1251912871519990196578
18384158,966678173130281764709,1139256204640402923525,1064229335948057427776,1254222871519990196629
18384176,963912132646412882672,1142002247037534360490,1061184163822342644115,1257246027476145771137
18384180,973065347046520321363,1132918857263743372344,1071261063822342644114,1247245998370475525019
18384184,972749687710634552119,1133232233298837207362,1070913550105003086146,1247590998370475524990
18384185,972840521343995084015,1133142092766754256282,1071013550105003086144,1247491761415233219308
18384192,972751463225746407253,1133230506693697426024,1070915504794082634306,1247589097527058937003
18384219,963603516501233068651,1142312302667028644649,1060925232305445084944,1257683190564440466209
18384243,972413707667815607965,1133569317407244572740,1070625232305445084942,1248057184111642689276
18384250,963607040265949325250,1142312302619074159293,1060929111962208644998,1257683190511642689274
18384255,963697866979006877201,1142222168564726757737,1061029111962208644997,1257583953127272863510
18384259,972504534341602922672,1133482680604563843898,1070725232262208644995,1247961797193230446601
18384266,963701389317190016433,1142222168533807149413,1061032990048362558016,1257583953093230446599
18384277,963698255806993204885,1142225279391516785551,1061029540060917976581,1257587378140339291060
18384281,963789082520050756836,1142135145340988185040,1061129540060917976580,1257488140760173956372
18384283,963789091602722062591,1142135136327583325753,1061129550060917976579,1257488130836436152961
18384308,972941608650818515211,1133052438034849990239,1071206450060917976577,1247488101123835936717
18384321,972967158588639810314,1133030715404121709148,1071234580483082550004,1247464184557886317202
18384321,972967158588639810314,1133030715404121709148,1071234580483082550004,1247464184557886317202
18384327,963797329990786631843,1142134234165325004217,1061138620507031499402,1257487137557886317200
18384332,963888156703844183794,1142044100118876173465,1061238620507031499401,1257387900182212799535
18384336,963825452225702156284,1142106351294980740150,1061169583022318940122,1257456438582435563841
18384367,963916278938759708235,1142016217249729870640,1061269583022318940121,1257357201208080998720
18384419,973068795986856160855,1132933519488718211074,1071346483022318940119,1247357172080905112003
18384429,975175975729791366134,1130842419774258726419,1073666483022318940117,1245054876154887764644
18384432,973080888131792497814,1132922351503276666145,1071359796445792356824,1247344876154887764679
18384435,975169902532116192703,1130849278513065775464,1073659796445792356823,1245062427610374987917
18384437,966021945365215312258,1139931074505929860567,1063587916864391764715,1255061463892916055511
18384438,963926866836862968781,1142011006234947800293,1061281240273524927906,1257351463892916055546
18384441,966015881237186663670,1139937924270359122452,1063581240273524927905,1255069005467634191089
18384445,963925377120212428979,1142013314663724184677,1061279600098954704440,1257354005467634191230
18384447,966014391520536123868,1139940232697301240098,1063579600098954704439,1255071547040332803357
18384450,963925717167409656125,1142013806556405151080,1061279974490128600247,1257354547040332803273
18384453,966014731567733351014,1139940724589941724198,1063579974490128600246,1255072088612986844478
18384455,963926057214647670098,1142014298449045635180,1061280348881347402255,1257355088612986844394
18384458,966015071614971364987,1139941216482541726066,1063580348881347402254,1255072630185596314757
18384460,963927312142926072223,1142013882074515061629,1061281730554465537603,1257354630185596314784
