id,blockNumber,balance_0,balance_1,total_supply
1069,18647517,52483414501178062312786,53270025261467818340724,97545639450340665308192
1070,18647523,52426059667006346510783,53327412507138581230833,97545639450340665308192
1071,18647528,52368708849094092588547,53384799752809344120942,97545639450340665308192
1072,18647529,52480870645267205041214,53272581692318653676031,97545639450340665308192
1073,18647533,52423515989612401351089,53329968937989416566140,97545639450340665308192
1074,18647536,52448515989612401351089,53304956739869106412537,97545639450340665308192
1075,18647538,52391163599644235726996,53362343985539869302646,97545639450340665308192
1076,18647549,52332819436408775947536,53420727731210632192754,97545639450340665308192
1077,18647549,52332819436408775947536,53420727731210632192754,97545639450340665308192
1078,18647550,52501860835171761866951,53251599994747855539700,97545639450340665308192
1079,18647550,52501860835171761866951,53251599994747855539700,97545639450340665308192
1080,18647789,52531770835171761866951,53221678352305448097104,97545639450340665308192
1081,18647791,52542576518162885827873,53210868731830765596786,97545639450340665308192
1082,18647792,52569495518162885827873,53183940542807008093581,97545639450340665308192
1083,18647829,52568570667647824696847,53184865786873290605426,97545639450340665308192
1084,18647839,52560518364454354485408,53192921560696920232426,97545639450340665308192
1085,18647868,52558463835245642352165,53194976988108411540607,97545639450340665308192
1086,18647985,52557490696784832682209,53195950553806626149937,97545639450340665308192
1087,18648077,52569490696784832682209,53183946566721638351852,97545639450340665308192
1088,18648170,52588335337009323105097,53165096020074026694817,97545639450340665308192
1089,18648183,52591035337009323105097,53162395209330103968480,97545639450340665308192
1090,18648197,52586511345337476061425,53166921017053694458079,97545639450340665308192
1091,18648353,52561489011460974942168,53191954803679277466569,97545639450340665308192
1092,18648353,52561489011460974942168,53191954803679277466569,97545639450340665308192
1093,18648353,52561489011460974942168,53191954803679277466569,97545639450340665308192
1094,18648412,52557468053144103059239,53195977519958308347592,97545639450340665308192
1095,18648488,52559468053144103059239,53193976843173525981640,97545639450340665308192
1096,18648598,52536523506598567277431,53216931742825007305269,97545639450340665308192
1097,18648601,52534524439070817725103,53218931742825007305268,97545639450340665308192
1098,18648712,52526688509828827273978,53219159713005961763896,97533872770403677014269
1099,18648714,52524407285855029794396,53221442018327378025527,97533872770403677014269
1100,18648724,52525956533056345735787,53219892191052502657174,97533872770403677014269
1101,18648736,52580456533056345735787,53165373650122970682669,97533872770403677014269
1102,18648743,52579436948627195823274,53166393650122970682667,97533872770403677014269
1103,18648806,52575428594691820383060,53170403650122970682667,97533872770403677014269
1104,18649010,52575652214568928705042,53170179960268366950973,97533872770403677014269
1105,18649343,52578362957447384940774,53167468373971797041501,97533872770403677014269
1106,18649433,52728362957447384940774,53017435685863716986169,97533872770403677014269
1107,18649475,52677253953442252923612,53068557855048229986169,97533872770403677014269
1108,18649554,52676754097945982695873,53069057855048229986168,97533872770403677014269
1109,18649752,52675949783715554901113,53069457855048229986168,97533499693032851173707
1110,18649829,52675748277107098767847,53069659420145002216100,97533499693032851173707
1111,18649945,52627468138318479067866,53117955001399758502129,97533499693032851173707
1112,18650410,52625843001413677894845,53119580707616910142681,97533499693032851173707
1113,18650594,52625749913717981982082,53119673828020411426101,97533499693032851173707
1114,18650659,52576410932857992690624,53169031633980650613077,97533499693032851173707
1115,18650787,53127971506654549777344,53369291119693067179784,98226904461339630329049
1116,18650787,53127971506654549777344,53369291119693067179784,98226904461339630329049
1117,18650787,53127971506654549777344,53369291119693067179784,98226904461339630329049
1118,18651071,53124874860331363542295,53372388379431368093291,98226904461339630329049
1119,18651120,53121701085372861674369,53375562795143379484656,98226904461339630329049
1120,18651121,53117321692788011096640,53379943091929632557904,98226904461339630329049
1121,18651127,52984493163601958694961,53512810091929632557904,98226904461339630329049
1122,18651702,52986993163601958694961,53510309420456012949296,98226904461339630329049
1123,18652057,52895116241336125339072,53602225189398179410952,98226904461339630329049
1124,18652068,52904006290301894712756,53593331823707899420671,98226904461339630329049
1125,18652070,52903834728043928045906,53593503466229787206189,98226904461339630329049
1126,18652201,52899811795969741453020,53597528290630257410245,98226904461339630329049
1127,18652310,52898300969560535317572,53599039832778880959740,98226904461339630329049
1128,18652474,52897467265704930358245,53599873932778880959739,98226904461339630329049
1129,18652539,52896467741751843679422,53600873932778880959739,98226904461339630329049
1130,18652748,52796522461647250368787,53700872932778880959737,98226904461339630329049
1131,18652842,52831522461647250368787,53665856243874760052032,98226904461339630329049
1132,18653141,52844522461647250368787,53652850423552991972835,98226904461339630329049
1133,18653217,52887522461647250368787,53609832631893245968276,98226904461339630329049
1134,18653426,52886824913359303780691,53619132631163974825419,98234836605238870013336
1135,18653454,52886674987400244217380,53619282631163974825417,98234836605238870013336
1136,18653543,52925906671711576468127,53589969833794638462209,98243997007223448595017
1137,18653554,52961906671711576468127,53553957936191322901865,98243997007223448595017
1138,18653616,52959507655697833113113,53556357936191322901865,98243997007223448595017
1139,18653663,52960507655697833113113,53555357625219459233044,98243997007223448595017
1140,18653774,52839762467186548025262,53559335761198901200044,98136271992595635078846
1141,18653776,52837230436219567516717,53561869027833441257710,98136271992595635078846
1142,18653780,52832976684689342542545,53566124872775812378089,98136271992595635078846
1143,18653892,52830576119082325155821,53568526629476506415177,98136271992595635078846
1144,18653954,52829842294131328478512,53569260819927051958912,98136271992595635078846
1145,18653958,52857488294131328478512,53541604267595260101149,98136271992595635078846
1146,18653964,52857115847628011611439,53541976887356281792242,98136271992595635078846
1147,18654084,52894115847628011611439,53504964199404210257108,98136271992595635078846
1148,18654097,52895428658473797254747,53503650968891559217749,98136271992595635078846
1149,18654425,52933178124816432585327,53465890329866118100526,98136271992595635078846
1150,18654764,52932178497917779194101,53466929804166325043843,98136308394169398875254
1151,18654780,52930428932613058562718,53468680026257931758470,98136308394169398875254
1152,18654799,52945376719267782045519,53453728243199044146124,98136308394169398875254
1153,18654859,52944697399189177051933,53454407806973400064163,98136308394169398875254
1154,18654874,52970618151708459142301,53428480745651245593520,98136308394169398875254
1155,18655089,52924753020353223183947,53474362183129392295225,98136308394169398875254
1156,18655111,52923057854620609420881,53476058000451464157442,98136308394169398875254
1157,18655826,52931250705578982616437,53466760456375932130045,98135291733750879806091
1158,18655881,52881271100847403264277,53521633840615979533916,98135291733750879806091
1159,18656187,52911271472738029791051,53491623863937558438548,98135291733750879806091
1160,18656198,52923233467310816856739,53479658344209730440749,98135291733750879806091
1161,18656273,52940681382041144611083,53462205598963499313570,98135291733750879806091
1162,18656490,52939567037813107230804,53434191905007447886072,98108429640865249060466
1163,18656505,52935747299225033903778,53438012989614341507319,98108429640865249060466
1164,18656564,52899004517273345213291,53474769623736413370750,98108429640865249060466
1165,18656635,52861915207938753423535,53511874577993554889618,98108429640865249060466
1166,18656707,52951915207938753423535,53421848507935904129893,98108429640865249060466
1167,18656739,52979781470370890502932,53393976166630277442624,98108429640865249060466
1168,18656960,52956389133165695351348,53397258109478102722126,98089878024360110618977
1169,18657108,52959572212825730942971,53379254229135861013753,98076210182348237506498
